x, y, theta, stamp, 
-1.0378161618973536e-07, 1.1981613567968452e-07, -1.192101629247193e-06, 1761314094260744079, 
-1.0378161618973536e-07, 1.1981613567968452e-07, -1.1921015566999996e-06, 1761314094305729385, 
-1.0378161618973536e-07, 1.1981613567968452e-07, -1.1921015566999996e-06, 1761314094370188805, 
-1.0378161618973536e-07, 1.1981613567968452e-07, -1.192101614681674e-06, 1761314094420487257, 
0.00011149360216222703, -1.3286678949953057e-05, 3.433282390911925e-05, 1761314094465441794, 
0.0021668290719389915, 0.0001706649491097778, 0.003933035384314208, 1761314094510078837, 
0.006698010955005884, 0.0003741165273822844, 0.012720158860008643, 1761314094560704291, 
0.012882939539849758, 0.0006630293792113662, 0.023423697399917787, 1761314094610703813, 
0.021130502223968506, 0.0008853957988321781, 0.03921880020136887, 1761314094660729597, 
0.03076222911477089, 0.001758536440320313, 0.06014650163552559, 1761314094711738840, 
0.03967402130365372, 0.0030614256393164396, 0.07776381677774334, 1761314094749782780, 
0.053031038492918015, 0.0045385463163256645, 0.1041882583644639, 1761314094800135803, 
0.08412841707468033, 0.008835725486278534, 0.168193867411754, 1761314094899790605, 
0.11890071630477905, 0.015868499875068665, 0.23998427622911792, 1761314095010707842, 
0.14794032275676727, 0.023950397968292236, 0.3013449365899504, 1761314095110729411, 
0.17465053498744965, 0.03326791897416115, 0.35592850398620984, 1761314095200115026, 
0.20817632973194122, 0.04700646549463272, 0.4250864667318587, 1761314095315033974, 
0.23401431739330292, 0.05964650586247444, 0.48077909468980706, 1761314095410715196, 
0.26124152541160583, 0.07508605718612671, 0.5410397609775541, 1761314095511741732, 
0.2848251760005951, 0.09016097337007523, 0.5953272617459068, 1761314095599904081, 
0.3096606135368347, 0.10854487121105194, 0.6393196953419347, 1761314095700662491, 
0.3366627097129822, 0.13048119843006134, 0.6792836666543405, 1761314095810717698, 
0.36008578538894653, 0.15078012645244598, 0.7230065641041548, 1761314095910742432, 
0.3845219612121582, 0.17398510873317719, 0.7742255157746214, 1761314096020699261, 
0.4036346673965454, 0.19404684007167816, 0.8146129896981859, 1761314096110826023, 
0.42496955394744873, 0.21799953281879425, 0.8273457770579744, 1761314096210722483, 
0.4455493688583374, 0.24045588076114655, 0.8298457361802416, 1761314096310750343, 
0.46791785955429077, 0.2665606439113617, 0.8580545286434007, 1761314096419982939, 
0.4855204224586487, 0.2881547212600708, 0.8885695291325596, 1761314096510943500, 
0.5050802826881409, 0.31287339329719543, 0.8897641095227856, 1761314096610739391, 
0.5250773429870605, 0.3366855978965759, 0.874718171260159, 1761314096709839315, 
0.5428736805915833, 0.3578863739967346, 0.8787092333386488, 1761314096800586662, 
0.5640195608139038, 0.3844755291938782, 0.8958339541554221, 1761314096909790716, 
