e, e_dot, e_int, stamp, 
0.7707073575551899, -7.722348791705584e-07, 0.08921975971964376, 1761313557958201493, 
0.770707357560647, 7.853418232165873e-11, 0.06829604366646523, 1761313558001288755, 
0.7707073575665387, 8.068984610187512e-11, 0.07254998296539507, 1761313558052335774, 
0.7707073575719957, 7.556628148454739e-11, 0.07713602083548411, 1761313558101373463, 
0.7654456574454667, -0.034462211402830525, 0.07684237716283168, 1761313558152266890, 
0.7623125279542275, -0.057903151758802396, 0.07312717601840243, 1761313558196820414, 
0.7608229996227787, -0.03460527719464469, 0.06791466508416921, 1761313558241293225, 
0.7551506940849632, -0.03771538099323711, 0.08785481534419831, 1761313558312505811, 
0.7496286949874171, -0.06766664546358775, 0.08758868828988195, 1761313558357273887, 
0.7334851212698499, -0.09840246743655179, 0.10348406611226765, 1761313558451208005, 
0.7220217680359307, -0.09551477742273863, 0.14251816566841638, 1761313558551164231, 
0.6440041620530101, -0.3260306909193091, 0.13319036300792064, 1761313558641524264, 
0.6127661130009865, -0.37780657353001756, 0.1359111112749593, 1761313558757215865, 
0.587774340834128, -0.17865783038353933, 0.1289084703265823, 1761313558851183281, 
0.5633471305146547, -0.17009748614274592, 0.11403155584489447, 1761313558951159442, 
0.43982703165426595, -0.4562271568953174, 0.11127898266598056, 1761313559061018450, 
0.42185894945841895, -0.4941515801071737, 0.07601822936099673, 1761313559111194101, 
0.3912788023766721, -0.23135229135599536, 0.05897315020885332, 1761313559202219107, 
0.3759630111448591, -0.16356868279386527, 0.07530749810854107, 1761313559301188508, 
0.3713470895454596, -0.06677150466937144, 0.07601249803340053, 1761313559402499905, 
0.2421426814808204, -0.41121499209008244, 0.06928204284844508, 1761313559511250203, 
0.21917480152927382, -0.48018690552121773, 0.05543334468359795, 1761313559602220224, 
0.21942939891376356, -0.0835703644388055, 0.05334925293065441, 1761313559746356324, 
0.23241781594292854, 0.04416371169220327, 0.05446307071648439, 1761313559845713296, 
0.10745513981052579, -0.3266689102918144, 0.039498271223825855, 1761313559958218142, 
0.08953314217366104, -0.4317300075697048, 0.030010460189864495, 1761313560055378182, 
0.06567565264645048, -0.14898516054569325, 0.016464367992484876, 1761313560146264910, 
0.062379359981753035, -0.09881872000660101, 0.013632114253492072, 1761313560243331165, 
-0.026800281334894094, -0.2602622014457679, 0.007306459360041283, 1761313560362742479, 
-0.04874877887659679, -0.3313091408569999, -0.0009141337353906373, 1761313560451566824, 
-0.07444323209688541, -0.16796792884057668, -0.009443472725893525, 1761313560551621639, 
-0.06318114493338023, -0.044460682688204876, -0.011884621289587635, 1761313560642870468, 
-0.1442825153908054, -0.18594711630320168, -0.019761149657617855, 1761313560761916068, 
-0.15312139926027613, -0.25922181642153863, -0.025329057120470795, 1761313560853603468, 
-0.16634004822584791, -0.07975544794570026, -0.02847597034217208, 1761313560946129595, 
-0.15916088064552325, -0.02391312034347434, -0.030865400685073072, 1761313561047067493, 
-0.22145005616575253, -0.1663327985191688, -0.038321861511859165, 1761313561156323173, 
-0.22548760354156938, -0.20378662730638794, -0.041854486645284815, 1761313561254234235, 
-0.23353053719710037, -0.041013797130586345, -0.04450942929597291, 1761313561352553193, 
-0.227981385271534, -0.0065107692844697225, -0.04292148298066811, 1761313561441664421, 
-0.2665285432504553, -0.08571406455543458, -0.050912342023318034, 1761313561562345139, 
-0.2713998610018282, -0.12474349621864393, -0.053498102330936714, 1761313561651211693, 
-0.2764508970219814, -0.03507472713858814, -0.05132474940402272, 1761313561751414591, 
-0.2702923369313717, 0.005798922602679546, -0.05209679395328803, 1761313561842242312, 
-0.28613862147556857, -0.021411389246322493, -0.05853489682121555, 1761313561962254447, 
-0.2907988404670815, -0.0610903394485341, -0.05958148813406312, 1761313562053217498, 
-0.29248598750190374, -0.022814147272345642, -0.05477178776804343, 1761313562151247927, 
-0.28889063702638285, 0.007427435718367827, -0.0549670186818271, 1761313562242286169, 
-0.2803377249655288, 0.037114327867079855, -0.0603419195839034, 1761313562361324223, 
-0.2799731299521326, 0.02528711326729138, -0.05942554740201398, 1761313562452220612, 
-0.28218980452878195, -0.006120677084033232, -0.053351043657536235, 1761313562551298117, 
-0.26464398292739466, 0.0571349443129785, -0.05226067741722148, 1761313562641844125, 
-0.2533448463447384, 0.09614192211637652, -0.05599300161222242, 1761313562761224998, 
-0.2502745167225848, 0.04279573845720049, -0.05387629381202859, 1761313562852226258, 
-0.25256746202315605, -0.0043481023233859425, -0.03529196027714152, 1761313562901237859, 
-0.2247245654681825, 0.05001974567231945, -0.04619049698243023, 1761313563042685113, 
-0.21700290166384661, 0.08713988639941328, -0.06040846983749687, 1761313563162258647, 
-0.21489611104096462, 0.029328312420600577, -0.04587076559511384, 1761313563252260738, 
-0.18665734079108248, 0.10283724073905014, -0.03897926304800844, 1761313563351308179, 
-0.1843258564044865, 0.10192988052175918, -0.04135426988022063, 1761313563464015630, 
-0.18234960956530083, 0.013669206988716162, -0.03872531040530518, 1761313563561264881, 
-0.1820998535979212, 0.007678964131647496, -0.034614145414540984, 1761313563653241407, 
-0.14560875706505955, 0.12617185941439873, -0.03214708699609772, 1761313563750343808, 
-0.14377005570120863, 0.13071012413422248, -0.03295594639218332, 1761313563862938783, 
-0.1432357858459136, 0.007271366681304196, -0.030285991946277062, 1761313563960364404, 
-0.11327186303174196, 0.11054269409034623, -0.025257370252843185, 1761313564052237637, 
-0.11054570225564929, 0.11797969063647012, -0.023241168631680475, 1761313564150319095, 
-0.10894714227165837, 0.015030386518027848, -0.021130953699864386, 1761313564242741196, 
-0.08289944650632691, 0.07964484096246151, -0.0211619750769925, 1761313564360264676, 
-0.08262286135763497, 0.07488177495703405, -0.019167200954748487, 1761313564452242118, 
-0.08280310269600581, 0.0003899262412286916, -0.01573370216710576, 1761313564550342310, 
-0.0847877425687581, -0.007804239223675117, -0.015854077159995896, 1761313564642328553, 
-0.06673309229833026, 0.04426779353089531, -0.01631961404218881, 1761313564759278890, 
-0.06544286404145072, 0.056081393071082196, -0.015187758695108394, 1761313564852332698, 
-0.06767523853757187, -0.002746274033251606, -0.012926837274012674, 1761313564953325825, 
-0.0537399690978906, 0.04512992062404991, -0.01180160750366823, 1761313565041807106, 
-0.05444453357356863, 0.050498738206107334, -0.012072910104575629, 1761313565159278194, 
-0.05316490566235616, 0.0025881071970625755, -0.011318831702291168, 1761313565252260280, 
-0.05139963939347664, 0.01635698141599376, -0.007578218448671002, 1761313565302255284, 
-0.034503023172796264, 0.04695236931136642, -0.009738405007341324, 1761313565462339563, 
-0.03466831740134045, 0.034608527319186365, -0.01029018992778072, 1761313565558291768, 
-0.03391041888593334, 0.002085135397054074, -0.006561148079612583, 1761313565653289391, 
-0.03415365506261078, 0.0018410306010630793, -0.006645964648821732, 1761313565752367791, 
-0.02269208028459919, 0.04151349976053699, -0.005727627791121397, 1761313565842619619, 
-0.018836961780775055, 0.0535397178048476, -0.005169298171951562, 1761313565957274528, 
-0.020526483219760028, 0.005280852274374321, -0.004337116057076939, 1761313566052292297, 
-0.021593697518333854, -0.013046568871491008, -0.002945942249475677, 1761313566102258797, 
-0.023614707243432384, -0.013238754611303584, -0.0035071155275363764, 1761313566212349565, 
-0.010517740967204228, 0.02280253863182942, -0.004848877738050331, 1761313566363296646, 
-0.010232921376410006, 0.029988425281665006, -0.0035485406615047826, 1761313566452302981, 
-0.010101701940606186, 0.0015034943860881944, -0.001945100963611933, 1761313566552432974, 
-0.010802110852694929, -0.002171609871006341, -0.0019682095734501605, 1761313566641938435, 
-0.011378234817626022, -0.004202673182242068, -0.00225937173411485, 1761313566762398441, 
-0.00782332022469783, 0.011590034283332938, -0.0021036340153076753, 1761313566852276134, 
-0.007086699285388357, 0.015641323439529523, -0.001663261514144454, 1761313566952208859, 
-0.0007840201235258578, 0.025743433224590533, -0.0009947539272282377, 1761313567042428692, 
-0.0007678511234523663, 0.023333157584334973, -0.0005915454589632237, 1761313567157640576, 
0.0023442262117791945, 0.010560362673213156, 5.6489721178236305e-05, 1761313567256309050, 
0.003102095139743258, 0.013261174447519715, 0.00029725732743470553, 1761313567348252451, 
0.004035277496028281, 0.005932960603574816, 0.000599225681888721, 1761313567445905454, 
-0.0005915835577504375, -0.010537931884904756, 0.00045828718874073396, 1761313567558290011, 
-4.8671184839777296e-05, -0.011857475677742367, 0.00023694650423016235, 1761313567655282405, 
-0.0030790018535606437, -0.008534390130495692, -0.0002406561989939579, 1761313567752406383, 
-0.005648958818433596, -0.019903745567177385, -0.0005478502445991452, 1761313567842546809, 
-0.006668107431811364, -0.012329957061374172, -0.0010794351216040668, 1761313567962739654, 
-0.007147522484405687, -0.0046095062395472295, -0.0013613265009217975, 1761313568052362673, 
-0.008245915385370438, -0.005431473934953509, -0.0013970622992430454, 1761313568152716686, 
-0.008848295378195974, -0.005871808729162661, -0.0015406635187564922, 1761313568243025218, 
-0.007290846585976609, 0.002124657198416874, -0.0017045657825929595, 1761313568362422871, 
-0.007055986206023173, 0.005214856608766391, -0.0016214653467889724, 1761313568452741500, 
-0.006693937546916336, 0.003317170586852451, -0.000978881091059516, 1761313568501992061, 
-0.0087030762055146, -0.002311246598711699, -0.0014212622114251686, 1761313568642639805, 
-0.009632840766421485, -0.007347412093080939, -0.0021734580226058205, 1761313568762495935, 
-0.00893365172999194, 0.0032583057356150393, -0.001451979847819706, 1761313568802376088, 
-0.008303172022839344, 0.0072444986008145555, -0.0017012980933777586, 1761313568952445991, 
-0.007815119640444698, 0.0032191410395493885, -0.002000141482078652, 1761313569041895408, 
-0.00668925575825592, 0.007163201737657454, -0.0012138878297902253, 1761313569112115219, 
-0.006081412869328992, 0.0067897420745929304, -0.0014438276138483488, 1761313569252306726, 
-0.006095217497684572, 0.0013992278256815766, -0.001510137450480322, 1761313569352253017, 
-0.0055027143635011586, 0.002138974448866356, -0.0011216670930813057, 1761313569442641907, 
-0.005038386741496958, 0.0034770778090656928, -0.0011655327065977221, 1761313569562431615, 
-0.004680533508089786, 0.002604728334136834, -0.001068871483395775, 1761313569653303543, 
-0.0031670585512436917, 0.006393733811665334, -0.0008168010512543303, 1761313569752592036, 
-0.0022486591425486292, 0.007862433962213583, -0.0007045644400997179, 1761313569862657815, 
-0.002418445136748052, 0.002213448951900196, -0.0005476605412532021, 1761313569962312163, 
-0.0031969468038091035, -0.0034503634621726536, -0.0004972235322868167, 1761313570052340026, 
-0.0033168670699181505, -0.0032825539859058683, -0.0005655154011482314, 1761313570152246893, 
-0.002332180397941251, 0.0032536094248121253, -0.0005594829682833126, 1761313570242081151, 
