x (m), y (m), th (rad), stamp, 
1.9055874347686768, -4.0879316329956055, 1.0102594661474833, 1759502793975441085, 
1.9120457172393799, -4.077500820159912, 1.0082644638094724, 1759502794025999402, 
1.9187995195388794, -4.067077159881592, 1.0085736517582393, 1759502794076590899, 
1.9266467094421387, -4.05445671081543, 1.0072048486596386, 1759502794136460919, 
1.9332276582717896, -4.043980598449707, 1.0072048486596386, 1759502794186525084, 
1.9390606880187988, -4.034574508666992, 1.006981151799399, 1759502794236067197, 
1.9417271614074707, -4.030215740203857, 1.0077991552958707, 1759502794265822606, 
1.946231484413147, -4.023255348205566, 1.00831144726413, 1759502794325777314, 
1.9519848823547363, -4.0142502784729, 1.0070620860464958, 1759502794375696740, 
1.9586955308914185, -4.003590106964111, 1.0072903277010217, 1759502794425819639, 
1.9646741151809692, -3.994072914123535, 1.008373602499279, 1759502794470349249, 
1.973488450050354, -3.979912042617798, 1.0101312206705968, 1759502794531837454, 
1.980078101158142, -3.969686508178711, 1.011455890734965, 1759502794580789624, 
1.9862613677978516, -3.9597654342651367, 1.0115106175342963, 1759502794632241483, 
1.992192029953003, -3.9500856399536133, 1.0090112008234846, 1759502794679867125, 
1.9990257024765015, -3.9393396377563477, 1.0098019087784809, 1759502794729875077, 
2.00475811958313, -3.930176258087158, 1.0092967358176246, 1759502794771936098, 
2.0112204551696777, -3.9197475910186768, 1.00855633142736, 1759502794821701265, 
2.01747989654541, -3.9094479084014893, 1.0084860637978537, 1759502794872026792, 
2.0256829261779785, -3.896843194961548, 1.00981045970075, 1759502794932270138, 
2.030057907104492, -3.8899126052856445, 1.00981045970075, 1759502794965575286, 
2.038569211959839, -3.876430034637451, 1.009170578442096, 1759502795031755776, 
2.0450782775878906, -3.86588191986084, 1.0073922722387476, 1759502795080582887, 
2.05165696144104, -3.855537176132202, 1.00642502014233, 1759502795130787085, 
2.056988477706909, -3.8472084999084473, 1.006386927837442, 1759502795171002806, 
2.0637617111206055, -3.836547374725342, 1.0057462990807609, 1759502795220723534, 
2.07034969329834, -3.826251745223999, 1.0053781811103706, 1759502795271434634, 
2.0768065452575684, -3.816194534301758, 1.0076530690648595, 1759502795320870510, 
2.085763454437256, -3.8023552894592285, 1.0080254364946242, 1759502795385427212, 
2.08961820602417, -3.7961981296539307, 1.0080257119343166, 1759502795416812915, 
2.0972580909729004, -3.7839674949645996, 1.0092768154205118, 1759502795475975960, 
2.1037888526916504, -3.7733561992645264, 1.0092768154205118, 1759502795525814370, 
2.1103315353393555, -3.7628557682037354, 1.0092768154205118, 1759502795576735270, 
2.117067575454712, -3.752315044403076, 1.0105103855171718, 1759502795626736512, 
2.1235287189483643, -3.741929769515991, 1.0097875195473107, 1759502795677637642, 
2.131629228591919, -3.729203939437866, 1.0095201390187676, 1759502795735422190, 
2.138317584991455, -3.7186672687530518, 1.0095201390187676, 1759502795785756457, 
2.1447949409484863, -3.708322763442993, 1.0095201390187676, 1759502795837769482, 
2.1498360633850098, -3.700023889541626, 1.0091185077927058, 1759502795876778160, 
2.1563806533813477, -3.6897666454315186, 1.0091185077927058, 1759502795925904837, 
2.163132667541504, -3.679273843765259, 1.0089566777185446, 1759502795976750450, 
2.1696810722351074, -3.6689867973327637, 1.0085957743636902, 1759502796025068940, 
2.1755127906799316, -3.6599247455596924, 1.0083793915879584, 1759502796070085229, 
2.1843857765197754, -3.64623761177063, 1.0061738035901893, 1759502796136135875, 
2.190845012664795, -3.6360256671905518, 1.005898997420297, 1759502796186842801, 
2.1948959827423096, -3.6295816898345947, 1.006401856364411, 1759502796216802577, 
2.2027218341827393, -3.6171188354492188, 1.00732649167251, 1759502796275989456, 
2.209310293197632, -3.606722116470337, 1.008633638934483, 1759502796326915010, 
