e, e_dot, e_int, stamp, 
0.29153123822156884, 0.0, 0.032872478484793945, 1761312167497316649, 
0.29153123822156884, 0.0, 0.027750162972776743, 1761312167527771014, 
0.2917558471004934, 0.0015000489929262815, 0.023435163682596967, 1761312167577682468, 
0.29317668388008344, 0.00901194681674722, 0.033001705619701026, 1761312167640730751, 
0.2955543928640716, 0.024080014178036544, 0.03254435927609239, 1761312167688567792, 
0.29806998352788133, 0.03370908885787551, 0.028601309395334756, 1761312167737487433, 
0.30020033479082336, 0.03224706525941811, 0.02858102685754372, 1761312167784496087, 
0.3019482240209961, 0.02723636816497078, 0.0285188315990304, 1761312167832527127, 
0.38920998165778087, 0.6218757660651789, 0.03163589139431658, 1761312167880231051, 
0.393869666828984, 0.6423770699766512, 0.034468752419883085, 1761312167927829985, 
0.399818349160276, 0.06327830632012597, 0.04428004925905776, 1761312167992531645, 
0.40847808499485816, 0.060704710425852675, 0.06441019032244201, 1761312168088565320, 
0.47860992570379546, 0.27376124529675033, 0.08234435882612116, 1761312168184490504, 
0.4867431081760769, 0.27190564353033697, 0.08794990866158615, 1761312168280619294, 
0.49772003831173733, 0.06106855614908251, 0.10117557467440971, 1761312168391948853, 
0.47742898515807697, -0.037125444281120815, 0.10134089261367568, 1761312168488584486, 
0.47612500253549467, -0.07442002662644223, 0.0942304910664156, 1761312168586737341, 
0.4727799268130339, -0.01633446918155335, 0.0911925413891542, 1761312168680389239, 
0.47105365359553186, -0.01705746047679671, 0.09719826890782132, 1761312168792091786, 
0.4553336381000106, -0.059801605274059616, 0.0968154554372324, 1761312168887974410, 
0.436691872729096, -0.11875093716384137, 0.08761081192542877, 1761312168984914362, 
0.4204873033145652, -0.12092888500925474, 0.08399647875031008, 1761312169079964487, 
0.4090633179399712, -0.09067045186495819, 0.08761211631357957, 1761312169192486253, 
0.3991013609521622, -0.0685545904551344, 0.08526185789501364, 1761312169288148397, 
0.39076883923633887, -0.06334619769603334, 0.07699662474309334, 1761312169385149041, 
0.357982183200213, -0.1268886646044291, 0.07967271324175726, 1761312169496379127, 
0.3443906627208001, -0.1548457765273467, 0.06970129438877086, 1761312169576436123, 
0.33235107658818464, -0.09237503163985576, 0.06629390047995279, 1761312169688586630, 
0.3262388947521885, -0.05700963590886373, 0.06958612405981252, 1761312169784574112, 
0.2958964786552932, -0.12642871678144327, 0.06112742994499286, 1761312169880713286, 
0.27882227606260934, -0.15546726059960544, 0.06287752322580936, 1761312169993943076, 
0.26384708795421363, -0.10302392186393472, 0.05809646519378921, 1761312170088555517, 
0.2559572833843138, -0.07982707409810537, 0.0510522579499698, 1761312170185718262, 
0.24843391527121728, -0.05350011673824021, 0.049176698393551814, 1761312170280592412, 
0.21581650535099361, -0.12262610221352217, 0.04991074366852708, 1761312170393619719, 
0.2031425382590859, -0.14068087782141944, 0.04627033270512994, 1761312170488582317, 
0.19583616021223982, -0.0695979689646705, 0.03933719710946896, 1761312170585572406, 
0.19107330196564176, -0.04182525338401693, 0.03775794006646593, 1761312170680554923, 
0.18382488894416227, -0.0380894815022961, 0.039574757194780125, 1761312170793592602, 
0.17602893683658682, -0.04872949022227548, 0.03820411898701374, 1761312170888590344, 
0.17351092377048993, -0.04485999554683284, 0.02541409196151491, 1761312170936538449, 
0.14604692295551103, -0.08103521102711593, 0.0317254538013356, 1761312171080638164, 
0.13834990440579342, -0.08627953824447322, 0.03920899943539958, 1761312171193417696, 
