e, e_dot, e_int, stamp, 
1.4142135601065626, 1.2318979263595112e-08, 0.1565358891320266, 1761310631132521854, 
1.4142138435278373, 1.9307305039740635e-06, 0.15638891054819926, 1761310631181767679, 
1.4150096944028843, 0.005412925360817619, 0.139004376594166, 1761310631230794344, 
1.4170209012098536, 0.018806011488469162, 0.14023270808989838, 1761310631280843022, 
1.4200399866264464, 0.033467126216650434, 0.14199927051267563, 1761310631330980313, 
1.4229093776614448, 0.043542691075057295, 0.12906134993451013, 1761310631371731931, 
1.427070341765627, 0.051073221645830634, 0.12952390119348547, 1761310631421980292, 
1.4365403214966266, 0.05986471561826937, 0.21160075977092685, 1761310631519824620, 
1.44797001745101, 0.06568810673764268, 0.3044324839320312, 1761310631633804567, 
1.4601424312612366, 0.05045539671224678, 0.5101249806978291, 1761310631872067946, 
1.4604697691639996, 0.01888092669436229, 0.43277077822218574, 1761310631930997631, 
1.459765925640638, -0.002844743145992953, 0.15898847859470533, 1761310631980954764, 
1.4584607795313256, -0.013236594802333102, 0.1472671572201825, 1761310632031895575, 
1.4568558693333469, -0.019944392531421024, 0.14270218500150836, 1761310632078805844, 
1.4539025662275697, -0.030844035149367937, 0.14207259482060913, 1761310632129445678, 
1.4509319793371407, -0.04309796897413462, 0.134477207956679, 1761310632171300172, 
1.4466559948106201, -0.051480494874378, 0.13501794260049593, 1761310632222529605, 
1.4362910248495522, -0.06363409268370426, 0.2133801923912893, 1761310632319006321, 
1.4215016151300768, -0.07918734964745601, 0.3014983294217319, 1761310632432659883, 
1.4057128189406278, -0.09807382610081793, 0.2982625416928122, 1761310632528877666, 
1.3890640152006601, -0.11483578576145338, 0.26492199581151055, 1761310632621159290, 
1.369283316200725, -0.12746511996335969, 0.2640214343328865, 1761310632719092090, 
1.344164302996986, -0.14215682612498456, 0.28693982016112496, 1761310632830986717, 
1.3211669280120562, -0.1535617101903613, 0.28142760761769675, 1761310632928351937, 
1.2984163646767513, -0.16037833816865296, 0.25136524214037403, 1761310633021234887, 
1.2726599361895334, -0.16664236475187066, 0.2515594021643484, 1761310633122244806, 
1.2445364422426652, -0.17136266400640524, 0.2665248668360435, 1761310633230788281, 
1.2200814189791522, -0.1702673832400893, 0.2562547065804045, 1761310633327946432, 
1.1960419809868106, -0.17020224651307192, 0.23185291353158693, 1761310633420797397, 
1.1701210070043009, -0.17128094435118116, 0.23253928972213586, 1761310633522472457, 
1.1424057158253385, -0.17025737916347805, 0.24560995838688873, 1761310633630806075, 
1.1187114236983902, -0.1672823215911993, 0.23406342791641632, 1761310633727118784, 
1.0949639882771827, -0.16625901059389572, 0.2128473132974958, 1761310633821070230, 
1.0680779752478409, -0.16482808150279707, 0.22444865967889488, 1761310633932297510, 
1.0440497731860343, -0.16176042956267886, 0.22436969975398138, 1761310634030951691, 
1.0205433247334148, -0.1581418948103698, 0.2093385046045868, 1761310634132770365, 
0.9995622664669741, -0.15627249890142644, 0.1940552798135881, 1761310634220943963, 
0.9768038407722768, -0.15501548370720378, 0.1881950765023472, 1761310634321159518, 
0.9522417173225087, -0.15035499011230252, 0.2048878126743777, 1761310634430826431, 
0.9303267600916423, -0.1477340134005045, 0.19980283447934336, 1761310634530788918, 
0.9117077452123353, -0.14193308657401305, 0.1770618910322554, 1761310634620924199, 
0.8908514851758843, -0.13840395714396939, 0.17317029005032109, 1761310634720884982, 
0.8694028528378126, -0.13703152537896743, 0.18339103940913742, 1761310634826830234, 
0.8483015590718703, -0.13451449436395937, 0.1833624275423617, 1761310634931763071, 
0.8308337372044898, -0.1319510034064999, 0.16533381716243348, 1761310635021452179, 
0.8097205353613072, -0.12855311500878278, 0.16616226234826806, 1761310635132050601, 
0.7913296290844894, -0.12506105082672714, 0.17055226895579464, 1761310635231847423, 
0.7728682781372853, -0.12301519873724535, 0.15803681033426303, 1761310635331766995, 
0.7569925084782289, -0.12050675955624872, 0.14680438419807143, 1761310635421583323, 
0.739001637845597, -0.11918270343763604, 0.1431870696412186, 1761310635521095887, 
0.720665412244843, -0.11595362357076137, 0.15462213286657428, 1761310635630847031, 
0.7038632249360042, -0.11118559238104875, 0.15193301930455166, 1761310635731769647, 
0.6892000937350743, -0.11021739136265167, 0.13403954774554003, 1761310635821088398, 
0.6730888284551394, -0.10846170682937824, 0.13034177153699783, 1761310635921022561, 
0.6558566212281891, -0.10594378599921088, 0.14124662484463843, 1761310636031053371, 
0.6408698510798447, -0.10179041411245111, 0.13839681197769244, 1761310636131798889, 
0.6274355200655776, -0.09962334239768149, 0.12201835319937533, 1761310636221294661, 
0.6126199001990233, -0.09941782502707554, 0.1188150844256259, 1761310636321304160, 
0.5972608972958419, -0.09611729376788825, 0.12833810037607915, 1761310636430847201, 
0.5832669639469142, -0.09294038404962068, 0.12581984021948386, 1761310636531805229, 
0.5710871612275671, -0.09152511912848682, 0.11125040666419202, 1761310636621386341, 
0.5564044881427996, -0.08958043212541993, 0.11414311542732798, 1761310636731967510, 
0.5432953540099431, -0.08844978269759485, 0.11665673724449908, 1761310636830850630, 
0.5306505245870402, -0.0859517200107534, 0.10858846992497466, 1761310636931780640, 
0.5194564041831373, -0.08274896058967791, 0.10195966682449321, 1761310637022816591, 
0.507215548316833, -0.08235348975330785, 0.09846201417706432, 1761310637121456219, 
0.49439834485354833, -0.08006409784694152, 0.10598909856712306, 1761310637231858406, 
0.48307216604339037, -0.07685877632356557, 0.1036001035146469, 1761310637330793613, 
0.47287403689000507, -0.07545091649515326, 0.09190066215404902, 1761310637421952537, 
0.4608128572263134, -0.07362760248123397, 0.09530111092063025, 1761310637532594569, 
0.45025414370941486, -0.07215426516356085, 0.09637143997892422, 1761310637630859067, 
0.43964995353805103, -0.07083922919276815, 0.0896847296504239, 1761310637731788181, 
0.4303662760040302, -0.06939081119250015, 0.08404340417566451, 1761310637821827688, 
0.4206350031542209, -0.06712025255869843, 0.08134607443365675, 1761310637920869644, 
0.41059383371971475, -0.06316592229302471, 0.08792886513283987, 1761310638030917429, 
0.4008658944011464, -0.06256017404726467, 0.0866250937278615, 1761310638131791154, 
0.39062745807645244, -0.06302684977224725, 0.08470218055223225, 1761310638242305209, 
0.38342519773940936, -0.06115407370750462, 0.07434021764753901, 1761310638321609123, 
0.3741259292769582, -0.057885673362846966, 0.07331566448015825, 1761310638433866867, 
0.3653976501909967, -0.057941855474018235, 0.07792762293694315, 1761310638529795706, 
