x, y, theta, stamp, 
0.0, 0.0, -5.971550771769229e-10, 1761311481027217819, 
0.0, 0.0, -6.098882159040098e-10, 1761311481075243863, 
0.0, 0.0, -6.189833149947862e-10, 1761311481123289879, 
0.0014445183333009481, -2.1738189388997853e-05, -0.010943618718547073, 1761311481187693933, 
0.0031700993422418833, -0.000243479385972023, -0.023944358335166248, 1761311481218855553, 
0.008296497166156769, -0.0008756275055930018, -0.05853808585459735, 1761311481282811587, 
0.013766872696578503, -0.001459416002035141, -0.09066433146335377, 1761311481331228079, 
0.020290687680244446, -0.0025728088803589344, -0.12832455244531218, 1761311481379223994, 
0.028350161388516426, -0.004077507182955742, -0.1748071586810028, 1761311481427239397, 
0.03725435212254524, -0.005873899906873703, -0.23117956245590673, 1761311481475221760, 
0.0472421795129776, -0.00872321892529726, -0.2946327970668665, 1761311481523282594, 
0.0617171972990036, -0.013714984990656376, -0.38746891789445165, 1761311481587723462, 
0.0688282772898674, -0.016843266785144806, -0.43509635585865974, 1761311481618945572, 
0.08343089371919632, -0.024141350761055946, -0.5286174986526404, 1761311481683629931, 
0.10408789664506912, -0.03758947551250458, -0.6667316083873003, 1761311481779204611, 
0.12364188581705093, -0.05462761968374252, -0.798974772615613, 1761311481875243773, 
0.14365330338478088, -0.07770615816116333, -0.9471236456934611, 1761311481986971944, 
0.15865354239940643, -0.10017430037260056, -1.0652495459788687, 1761311482083677187, 
0.1709074079990387, -0.12534169852733612, -1.1782399025182748, 1761311482179206616, 
0.18053987622261047, -0.15183745324611664, -1.2868106768434084, 1761311482275227869, 
0.18728956580162048, -0.17951732873916626, -1.3896004134971451, 1761311482370999683, 
0.19179804623126984, -0.213072270154953, -1.5083691012444904, 1761311482483292895, 
0.19242437183856964, -0.2419092357158661, -1.603706478202362, 1761311482579222687, 
0.1902012825012207, -0.2711603045463562, -1.6901436114954387, 1761311482675228625, 
0.18526050448417664, -0.3007547855377197, -1.7763815323395762, 1761311482770937195, 
0.17687544226646423, -0.3344517648220062, -1.8662146400560964, 1761311482883651885, 
0.16747932136058807, -0.36263522505760193, -1.9381065445296202, 1761311482980220354, 
0.15605202317237854, -0.39033234119415283, -2.007292707065475, 1761311483075261314, 
0.14077919721603394, -0.4210992455482483, -2.0801763849054833, 1761311483187260155, 
0.1261284053325653, -0.4465740919113159, -2.133475685830409, 1761311483282850390, 
0.1095043420791626, -0.47206225991249084, -2.1828244246624813, 1761311483380221474, 
0.09200156480073929, -0.49609634280204773, -2.229691696007787, 1761311483475232576, 
0.07039671391248703, -0.5229414105415344, -2.2771828978029887, 1761311483586953864, 
0.051224637776613235, -0.5448801517486572, -2.312976805694219, 1761311483683015231, 
0.030658654868602753, -0.5667003989219666, -2.3466115770168834, 1761311483780230229, 
0.009775032289326191, -0.587418794631958, -2.3778249178817266, 1761311483875241425, 
-0.012185804545879364, -0.6079505681991577, -2.408872990298606, 1761311483971338692, 
-0.03825303539633751, -0.6308062672615051, -2.447113048016122, 1761311484083360390, 
